FDA_APPROVED,CT_TOX,standardised_smiles,Identifier
1.0,0.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,[751]
1.0,0.0,CC(C)CN(C[C@@H](O[PH](=O)(=O)O)[C@H](Cc1ccccc1)N=C(O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,[750]
0.0,1.0,CC(C)CNCc1ccc(-c2ccccc2S(=O)(=O)N2CCCC2)cc1,[753]
1.0,0.0,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,[755]
1.0,0.0,CC(C)C[C@H](CN)CC(=O)O,[741]
0.0,0.0,CC(C)C[C@H](N=C(O)C(Cc1ccccc1)N=C(O)c1cnccn1)B(O)O,"[12, 13]"
0.0,1.0,CC(C)C[C@H](N=C(O)CN=C(O)c1cc(Cl)ccc1Cl)B(O)O,[14]
1.0,0.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1,[748]
1.0,0.0,CC(C)Cn1cnc2c(=N)[nH]c3ccccc3c21,[752]
1.0,0.0,CC(C)N(CCC(C(=N)O)(c1ccccc1)c1ccccn1)C(C)C,[708]
1.0,0.0,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,[709]
1.0,0.0,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,[698]
1.0,0.0,CC(C)NC(C)Cc1ccc([123I])cc1,[710]
1.0,0.0,CC(C)NCC(O)COc1ccc(CC(=N)O)cc1,[715]
1.0,0.0,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,[718]
1.0,0.0,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,[719]
1.0,0.0,CC(C)NCC(O)COc1cccc2[nH]ccc12,[720]
1.0,0.0,CC(C)NCC(O)COc1cccc2ccccc12,"[721, 759]"
1.0,0.0,CC(C)NCC(O)c1cc(O)cc(O)c1,[712]
1.0,0.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,[714]
1.0,0.0,CC(C)NCC(O)c1ccc(O)c(O)c1,[713]
1.0,0.0,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,[723]
1.0,0.0,CC(C)NCCCC1(C(=N)O)c2ccccc2-c2ccccc21,[724]
1.0,0.0,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,[711]
1.0,0.0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,[758]
1.0,0.0,CC(C)O,[760]
1.0,0.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,[761]
1.0,0.0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[762]
1.0,0.0,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,[763]
1.0,0.0,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,[515]
1.0,0.0,CC(C)OP(=O)(F)OC(C)C,[765]
0.0,1.0,CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)N=C(O)C1Cc2ccc(O)cc2CN1,[542]
1.0,0.0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,[430]
0.0,1.0,CC(C)[C@@]1(C(O)=N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,[704]
1.0,0.0,CC(C)[N+](C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)C(C)C,[705]
1.0,0.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,[706]
1.0,0.0,CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,[707]
1.0,0.0,CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,[730]
1.0,0.0,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,[732]
1.0,0.0,CC(C)c1cccc(C(C)C)c1N=C(O)CN(CC(=O)O)CC(=O)O,[733]
1.0,0.0,CC(C)c1cccc(C(C)C)c1O,[734]
1.0,0.0,CC(C)c1cccc(C(C)C)c1OCO[PH](=O)(=O)O,[735]
1.0,0.0,CC(C)c1nc(CN(C)C(O)=NC(C(O)=N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1,[736]
1.0,0.0,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,[756]
1.0,0.0,CC(C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C)=CC(=O)O,"[903, 906]"
1.0,0.0,CC(C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C)=CC(=O)O,[907]
1.0,0.0,CC(C=Cc1c(C)c(O)c2ccccc2c1O)=CCC[C@H](C)CCC[C@H](C)CCCC(C)C,[916]
1.0,0.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,[784]
1.0,0.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1,[785]
1.0,0.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,[788]
1.0,0.0,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,[790]
1.0,0.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,[789]
1.0,0.0,CC(CNC1CCCCC1)OC(=O)c1ccccc1,[777]
1.0,0.0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,[792]
1.0,0.0,CC(C[N+](C)(C)C)OC(=N)O,[776]
1.0,0.0,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,[780]
1.0,0.0,CC(Cc1ccccc1)N(C)Cc1ccccc1,[781]
1.0,0.0,CC(N)C(O)=NC(C)C(O)=NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[394]
1.0,0.0,CC(N)C12CC3CC(CC(C3)C1)C2,[766]
1.0,0.0,CC(N)Cc1ccc(O)cc1,[778]
1.0,0.0,CC(N)Cc1ccccc1,[783]
1.0,0.0,CC(NC(=NC#N)N=c1cc[nH]cc1)C(C)(C)C,[656]
1.0,0.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,[659]
1.0,0.0,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,[393]
1.0,0.0,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(O)=Nc1ccc(C#N)c(C(F)(F)F)c1,[793]
1.0,0.0,CC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,[794]
1.0,0.0,CC(O)=NC(CS)C(=O)O,[815]
1.0,0.0,CC(O)=NC(Cc1ccc2ccccc2c1)C(O)=N[C@H](Cc1ccc(Cl)cc1)C(O)=N[C@H](Cc1cccnc1)C(O)=N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(O)=N[C@H](CC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O,[499]
1.0,0.0,CC(O)=NC(Cc1ccc2ccccc2c1)C(O)=N[C@H](Cc1ccc(Cl)cc1)C(O)=N[C@H](Cc1cccnc1)C(O)=N[C@@H](CO)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@H](CCCNC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O,[501]
1.0,0.0,CC(O)=NCCCS(=O)(=O)O,[829]
1.0,0.0,CC(O)=NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,[827]
1.0,0.0,CC(O)=NCc1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I,[828]
1.0,0.0,CC(O)=NO,[830]
1.0,0.0,CC(O)=NS(=O)(=O)c1ccc(N)cc1,[799]
1.0,0.0,CC(O)=N[C@@H]1[C@@H](O[C@@H]2OC(C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H](OS(=O)(=O)O)O[C@H]1O,[816]
1.0,0.0,CC(O)=N[C@H](Cc1ccc2ccccc2c1)C(O)=N[C@H](Cc1ccc(Cl)cc1)C(O)=N[C@H](Cc1cccnc1)C(O)=N[C@@H](CO)C(O)=N[C@@H](Cc1ccc(NC(O)c2cc(O)nc(O)n2)cc1)C(O)=N[C@H](Cc1ccc(NC(=N)O)cc1)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O,[500]
1.0,0.0,CC(O)=Nc1c(I)c(N=C(C)O)c(I)c(C(=O)O)c1I,[823]
1.0,0.0,CC(O)=Nc1c(I)cc(I)c(C(=O)O)c1I,[824]
1.0,0.0,CC(O)=Nc1c([C@H](O)[C@H](O)CO)oc(C(O)O)cc1=NC(N)N,[817]
1.0,0.0,CC(O)=Nc1ccc(O)cc1,[825]
1.0,0.0,CC(O)=Nc1nnc(S(N)(=O)=O)s1,[826]
1.0,0.0,CC(O)C(O)C1CNc2[nH]c(=N)nc(O)c2N1,[387]
1.0,0.0,CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,[791]
1.0,0.0,CC(OC(=O)C(C)C)OC(O)=NCC1(CC(=O)O)CCCCC1,[727]
1.0,0.0,CC(S)C(O)=NCC(=O)O,[660]
1.0,0.0,CC(c1cc2ccccc2s1)N(O)C(=N)O,[768]
1.0,0.0,CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,[397]
1.0,0.0,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,[862]
1.0,0.0,CC1(C)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,[863]
1.0,0.0,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,[878]
1.0,0.0,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)/C2=C\c1ccc(/C=C2\C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,[881]
1.0,0.0,CC1(C)CC1C(=O)N=C(CCCCCSCC(N)C(=O)O)C(=O)O,[883]
1.0,0.0,CC1(C)N=C(O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,[879]
1.0,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC(F)=C5CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[446]
1.0,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC(F)=C5CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[450]
1.0,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC(F)=C5CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[479]
1.0,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[447]
1.0,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,[451]
1.0,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,[481]
1.0,0.0,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,[886]
1.0,0.0,CC1(C)SC(C(N=C(O)Cc2ccccc2)C(O)=NCCCCCC(=O)O)NC1C(=O)O,[876]
1.0,0.0,CC1(C)SC2C(N=C(O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,[870]
1.0,0.0,CC1(C)SC2C(N=C(O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,[869]
1.0,0.0,CC1(C)SC2C(N=C(O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,[866]
1.0,0.0,CC1(C)SC2C(N=C(O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,[867]
1.0,0.0,CC1(C)SC2C(N=C(O)C(N=C(O)N3CCN=C3O)c3ccccc3)C(=O)N2C1C(=O)O,[868]
1.0,0.0,CC1(C)SC2C(N=C(O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,[871]
1.0,0.0,CC1(C)SC2C(N=C(O)COc3ccccc3)C(=O)N2C1C(=O)O,[874]
1.0,0.0,CC1(C)SC2C(N=C(O)Cc3ccccc3)C(=O)N2C1C(=O)O,[873]
1.0,0.0,CC1(C)S[C@@H]2C(/N=C/N3CCCCCC3)C(=O)N2C1C(=O)O,[864]
1.0,0.0,CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,[865]
0.0,1.0,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(=N)[nH]ccn23)C1,[884]
1.0,0.0,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,[409]
1.0,0.0,CC12CC3CC(C)(C1)CC(N)(C3)C2,[887]
1.0,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,[904]
1.0,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,[905]
1.0,0.0,CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(N)C3C=CCCC3)C2SC1,[942]
1.0,0.0,CC1=C(C(C)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)C(C(C)OC(C)C1=C(C)c2cc4[nH]c(cc5[nH]c(cc6nc(cc1n2)C(C)=C6C(C)O)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)=C3C,[958]
1.0,0.0,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,[1098]
1.0,0.0,CC1=C(S[C@@H]2CNC(C(=O)N(C)C)C2)C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@@H]12,[405]
1.0,0.0,CC1=C(S[C@@H]2CNC(C(O)=Nc3cccc(C(=O)O)c3)C2)C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@@H]12,[406]
1.0,0.0,CC1=C(S[C@@H]2CN[C@H](CNS(N)(=O)=O)C2)C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@@H]12,[407]
1.0,0.0,CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@@H]2O,[533]
1.0,0.0,CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)COC(=O)CCC(=O)O)[C@@]1(C)C[C@@H]2O,[534]
1.0,0.0,CC1=C2N=C(C=C3N=C(C(C)C4=NC([C@H](CC(=N)O)[C@@]4(C)CCC(O)=NC[C@H](C)O[PH]([O-])([O-])O[C@H]4[C@@H](O)[C@@H]([N+]5=c6cc(C)c(C)cc6=[N+]=C5)O[C@@H]4CO)[C@]4(C)N=C1[C@@H](CCC(=N)O)[C@]4(C)CC(=N)O)[C@@H](CCC(=N)O)C3(C)C)[C@@H](CCC(=N)O)[C@]2(C)CC(=N)O,[981]
1.0,0.0,CC1=CC(=O)c2ccccc2C1=O,[976]
1.0,0.0,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,[1042]
1.0,0.0,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,[519]
1.0,0.0,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)O,[408]
1.0,0.0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,[1033]
1.0,0.0,CC1Cc2ccccc2N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,[986]
1.0,0.0,CC1NCCOC1c1ccccc1,[949]
1.0,0.0,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(=N)O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21,[528]
1.0,0.0,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,[75]
1.0,0.0,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,[860]
1.0,0.0,CC=CC(=O)N(CC)c1ccccc1C,[1282]
1.0,0.0,CC=CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccc(O)cc3)C2SC1,[76]
1.0,0.0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,[1118]
1.0,0.0,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,[1120]
1.0,0.0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,[1121]
1.0,0.0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,[1122]
1.0,0.0,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,[1123]
1.0,0.0,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)CC1C(=O)O)C(C)C,[1133]
1.0,0.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,[1135]
1.0,0.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,[1134]
1.0,0.0,CCC(=O)OCCN=C(O)C[n+]1ccccc1,[1137]
1.0,0.0,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,[1125]
1.0,0.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[1132]
1.0,0.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(C)C[C@]4(C)[C@H]3CC[C@]12C,[1131]
1.0,0.0,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)C(C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)C(C)C(=O)C(C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,[1059]
1.0,0.0,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,[1129]
1.0,0.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3CC(F)=C4CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,[1128]
1.0,0.0,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[1127]
1.0,0.0,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[1126]
1.0,0.0,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CC=C4CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,[1117]
1.0,0.0,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,[1119]
1.0,0.0,CCC(C(=N)O)N1CCCC1=O,[1049]
1.0,0.0,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,[1102]
1.0,0.0,CCC(C)(C)C1C(=O)N2CCCC2C2(O)OC(N=C(O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,[1103]
1.0,0.0,CCC(C)C(=N)C1NC(C(O)=NC(CC(C)C)C(O)=NC(CCC(=O)O)C(O)=NC(C(O)=NC2CCCCN=C(O)C(CC(=N)O)N=C(O)C(CC(=O)O)N=C(O)C(Cc3cnc[nH]3)N=C(O)C(Cc3ccccc3)N=C(O)C(C(C)CC)N=C(O)C(CCCN)N=C2O)C(C)CC)CS1,[1108]
1.0,1.0,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,[1068]
1.0,0.0,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,[1067]
1.0,0.0,CCC(C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O,[1050]
1.0,0.0,CCC(C)C(C)(COC(=N)O)COC(=N)O,[1104]
1.0,0.0,CCC(C)C1(CC)C(O)=NC(=O)N=C1O,[1106]
1.0,0.0,CCC(C)C1N=C(O)C(Cc2ccc(O)cc2)N=C(O)C(N)CSSCC(C(=O)N2CCCC2C(O)=NC(CC(C)C)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C(O)C(C(C)O)N=C1O,[1109]
1.0,0.0,CCC(C)CCCC(O)=NC(CCN)C(O)=N[C@H](C(O)=N[C@@H](CCN)C(O)=N[C@H]1CCN=C(O)[C@H]([C@@H](C)O)N=C(O)[C@H](CCN)N=C(O)[C@H](CCN)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](CCN)N=C1O)[C@@H](C)O,[1110]
1.0,0.0,CCC(C)CCCCC(O)=NC(CCN)C(O)=NC(C(O)=NC(CCN)C(O)=NC1CCN=C(O)C(C(C)O)N=C(O)C(CCN)N=C(O)C(CCN)N=C(O)C(CC(C)C)N=C(O)C(Cc2ccccc2)N=C(O)C(CCN)N=C1O)C(C)O,[1111]
1.0,0.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,[1112]
1.0,0.0,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,[1115]
1.0,0.0,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,[1101]
1.0,0.0,CCC(O)=NCC[C@@H]1CCc2ccc3c(c21)CCO3,[1124]
1.0,0.0,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,[1113]
1.0,0.0,CCC1(C)CC(O)=NC1=O,[1144]
1.0,0.0,CCC1(C)OC(=O)N(C)C1=O,[1140]
1.0,0.0,CCC1(CC)C(=O)C(C)CN=C1O,[1138]
1.0,0.0,CCC1(CC)C(=O)N(C)C(=O)N=C1O,[1142]
1.0,0.0,CCC1(c2ccc(N)cc2)CCC(O)=NC1=O,[1145]
1.0,0.0,CCC1(c2ccccc2)C(O)=NCN=C1O,[1143]
1.0,0.0,CCC1(c2ccccc2)CCC(O)=NC1=O,[1146]
1.0,0.0,CCC1(c2ccccc2)N=C(O)N(C)C1=O,[1139]
1.0,0.0,CCC1(c2ccccc2)SCC(O)=NC1=O,[1141]
1.0,0.0,CCC1=CC(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCCC3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,[1055]
1.0,0.0,CCC1=CC2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,[1158]
0.0,1.0,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,[1155]
1.0,0.0,CCC1=NC(=O)C2CSSCC/C=C/[C@H](CC(O)=NC(C(C)C)C(O)=N2)OC(=O)[C@H](C(C)C)N=C1O,[77]
1.0,0.0,CCC1C(=O)OC[C@@H]1Cc1cncn1C,[1069]
1.0,0.0,CCC1N=C(O)C(N=C(O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](c2ccccc2)N=C(O)C2CC(=O)C(CS[C@@H]3CN4CCC3CC4)CN2C(=O)[C@H](Cc2ccc(N(C)C)cc2)N(C)C(=O)[C@@H]2CCCN2C1=O,[1060]
1.0,0.0,CCC1N=C(O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,[1162]
1.0,0.0,CCCC(=O)OCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl,[1193]
1.0,0.0,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[1191]
1.0,0.0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[1192]
1.0,0.0,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[1190]
1.0,0.0,CCCC(C)(COC(=N)O)COC(=N)O,[1180]
1.0,0.0,CCCC(C)(COC(=N)O)COC(O)=NC(C)C,[1181]
1.0,0.0,CCCC(C)C1(CC)C(O)=NC(=O)N=C1O,[1183]
1.0,0.0,CCCC(C)C1(CC)C(O)=NC(=S)N=C1O,[1185]
1.0,0.0,CCCC(CCC)C(=O)O,[1186]
